CODIGO_CVM;DENOMINACAO_SOCIAL;DENOMINACAO_COMERCIAL;SETOR_ATIVIDADE;CNPJ;DATA_REGISTRO;DATA_CONSTITUICAO;DATA_CANCELAMENTO;MOTIVO_CANCELAMENTO;SITUACAO_REGISTRO
5908;FATSUI BRASIL SA EMP GERAL MIN;FATSUI;EXTRAÇÃO MINERAL;43709435000112;1982-06-17;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
6157;FB EMPREENDIMENTOS SA;FB EMPREENDIMENTOS;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;33160839000146;1977-07-20;;1994-03-25;ELISÃO POR LIQUIDAÇÃO;CANCELADA
5916;FECULARIA BARBOSA MELLO SA;FECULARIA BARBOSA;ALIMENTOS;23538796000136;1967-08-30;;1986-10-01;ELISÃO POR INCORPORAÇÃO;CANCELADA
15024;FENICIAPAR S/A;FENICIAPAR S/A;SECURITIZAÇÃO DE RECEBÍVEIS;74409467000126;1995-09-15;1994-01-03;;;ATIVO
5924;FERRAGENS DEMELLOT S/A;FERRAGENS DEMELLOT S/A;METALURGIA E SIDERURGIA;61196564000136;1977-07-20;;2012-07-09;Cancelamento de ofício - IN CVM 480/09;CANCELADA
22977;FERREIRA GOMES ENERGIA S.A.;FERREIRA GOMES ENERGIA S.A.;ENERGIA ELÉTRICA;12489315000123;2012-10-11;2010-08-10;;;ATIVO
15369;FERROVIA CENTRO ATLANTICA SA;FERROVIA CENTRO-ATLÂNTICA S.A.;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;924429000175;1996-02-12;1995-08-14;;;ATIVO
21814;FERROVIA NORTE SUL S/A;FERROVIA NORTE SUL;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;9257877000137;2009-11-24;2007-12-14;;;ATIVO
5932;FERTIBASE SA;FERTIBASE;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;43081082000159;1972-05-02;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
5940;FERTIBRAS SA;FERTIBRÁS S/A;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;61442109000173;1980-12-23;1961-06-09;2007-01-11;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
20621;FERTILIZANTES HERINGER SA;FERTILIZANTES HERINGER SA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;22266175000188;2007-04-10;1968-09-15;;;ATIVO
6742;FERTILIZANTES SERRANA SA;SERRANA FERTILIZANTES SA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;60398989000165;1970-12-12;;2000-08-31;ELISÃO POR INCORPORAÇÃO;CANCELADA
5959;FERTIPLAN SA;FERTIPLAN;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;61549754000190;1971-03-11;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
5967;FERTISUL SA;FERTISUL SA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;94845930000190;1971-01-28;;1998-08-27;ELISÃO POR INCORPORAÇÃO;CANCELADA
12599;FERTIZA CIA NAC FERTILIZANTES;FERTIZA CIA NAC FERTILIZANTES;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;61377230000169;1986-01-21;;2001-11-21;ELISÃO POR INCORPORAÇÃO;CANCELADA
17043;FG TRUST SA;FG TRUST SA;EMP. ADM. PARTICIPAÇÕES - SECURITIZAÇÃO DE RECEBÍVEIS;2312666000100;1998-04-16;1997-12-15;2012-12-28;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
5983;FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL;SÃO JOSÉ;TEXTIL E VESTUÁRIO;17159005000164;1971-10-18;1933-11-23;;;ATIVO
5975;FIACAO TECELAGEM JUTA AMAZ SA;FITEJUTA;TEXTIL E VESTUÁRIO;4559803000131;1971-12-24;1964-10-29;2011-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
16896;FIAGO PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;FIAGO PARTICIPAÇÕES;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;2335514000123;1998-02-20;1998-01-23;2015-12-08;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
6017;FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL;FIBAM;METALURGIA E SIDERURGIA;61410395000195;1972-08-03;1951-10-17;;;ATIVO
19542;FIBRA CIA SECURITIZADORA CRED IMOB;FIBRA CIA SECURITIZADORA CRED IMOB;SECURITIZAÇÃO DE RECEBÍVEIS;6018000000103;2004-05-18;2003-10-13;2015-10-14;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
14885;FIBRA LEASING SA ARREND MERC;FIBRA LEASING SA ARREND MERC;ARRENDAMENTO MERCANTIL;71590798000117;1995-06-14;1993-07-28;2003-05-21;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
6637;FIBRASIL TEXTIL SA;FIBRASIL TEXTIL;TEXTIL E VESTUÁRIO;11136660000110;1982-12-17;;2001-07-11;ELISÃO POR INCORPORAÇÃO;CANCELADA
12793;FIBRIA CELULOSE S.A.;FIBRIA;PAPEL E CELULOSE;60643228000121;1986-06-02;1986-06-23;;;ATIVO
16780;FICAP SA;FICAP SA;METALURGIA E SIDERURGIA;73847253000179;1998-01-14;1993-11-03;2000-12-22;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
6025;FICHET SA;FICHET;METALURGIA E SIDERURGIA;61157764000180;1977-07-20;;2006-03-21;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
8974;FIEL SA MOVEIS EQUIPS INDS;FIEL;OUTRAS ATIVIDADES INDUSTRIAIS;61065447000133;1977-07-20;;1988-05-20;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
14222;FIGAR SA;FIGAR SA;EMP. ADM. PARTICIPAÇÕES;32230245000100;1993-10-18;;1998-06-26;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
3891;FINANCEIRA ALFA S.A.- C.F.I;ALFA FINANCEIRA;BANCOS;17167412000113;1977-07-20;1964-01-01;;;ATIVO
6050;FINANCIADORA BCN SA CFI;FINANCIADORA BCN;BANCOS;58128927000191;1977-07-20;;1998-05-25;ELISÃO POR INCORPORAÇÃO;CANCELADA
6068;FINANCIADORA BRADESCO SA CFI;BRADESCO FIN;BANCOS;60495108000124;1977-07-20;;1988-06-15;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6076;FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.;FINANSINOS S/A CFI;BANCOS;91669747000192;1977-07-20;1962-09-12;;;ATIVO
6084;FINASA LEASING ARRENDAMENTO MERCANTIL SA;FINASA LEASING;ARRENDAMENTO MERCANTIL;47896709000180;1981-08-11;1978-01-01;2003-04-30;INCORPORAÇÃO;CANCELADA
4952;FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.;FINÁUSTRIA ARRENDAMENTO MERCANTIL S.A.;ARRENDAMENTO MERCANTIL;47178918000199;1983-04-14;;1990-01-24;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
18830;FINAÚSTRIA ARRENDAMENTO MERCANTIL S.A.;FINÁUSTRIA ARRENDAMENTO MERCANTIL S.A.;ARRENDAMENTO MERCANTIL;47178918000199;2000-12-26;1975-08-28;2003-12-16;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
23116;FINPAR PARTICIPAÇÕES S.A.;FINPAR PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - INTERMEDIAÇÃO FINANCEIRA;16103773000133;2013-03-26;2012-03-27;2015-12-28;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
23639;FINSBURY PARTICIPAÇÕES S.A.;FINSBURY PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;21987030000103;2015-07-10;2014-12-29;;;ATIVO
12432;FISCHER SA COM IND AGRICULTURA;FISCHER;EMP. ADM. PARTICIPAÇÕES;33010786000187;1985-08-19;;1990-06-29;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6114;FIVES LILLE INDL NORDESTE SA;FLINOR;OUTRAS ATIVIDADES INDUSTRIAIS;12297305000196;1970-09-23;;1993-03-09;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6122;FLAMEX SA IND COM EXP IMP;FLAMEX;COMÉRCIO (ATACADO E VAREJO);92779461000122;1977-07-20;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
21881;FLEURY SA;FLEURY SA;SERVIÇOS MÉDICOS;60840055000131;2009-12-14;1964-10-23;;;ATIVO
11916;FLEXDISC TECNOLOGIA SA;FLEXDISC TECNOLOGIA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;51159713000133;1984-06-05;;2007-02-14;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
21423;FLORESTAL BRASIL S.A.;FLORESTAL BRASIL S.A.;REFLORESTAMENTO;7276103000128;2008-04-01;2007-07-05;2011-11-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
16667;FLYNET SA;FLYNET;EMP. ADM. PARTICIPAÇÕES - COMUNICAÇÃO E INFORMÁTICA;1492670000135;1997-12-01;1997-10-15;2009-03-03;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
6149;FNV VEICULOS EQUIPS SA;FNV;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;60889193000105;1969-08-29;;1993-02-02;ELISÃO POR INCORPORAÇÃO;CANCELADA
6173;FORJAS TAURUS SA;FORJAS TAURUS SA;METALURGIA E SIDERURGIA;92781335000102;1982-03-02;;;;ATIVO
23736;FORNO DE MINAS ALIMENTOS S.A.;FORNO DE MINAS ALIMENTOS S.A.;ALIMENTOS;3870455000580;2015-10-15;2000-06-09;;;ATIVO
14796;FORPART S.A. - EM LIQUIDAÇÃO;FORPART SA;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;249786000185;1995-02-21;1994-08-23;;;ATIVO
22489;FORTE SECURITIZADORA S.A.;FORTE SECURITIZADORA S/A;SECURITIZAÇÃO DE RECEBÍVEIS;12979898000170;2011-06-15;2010-11-25;;;ATIVO
23566;FORTUNATO SECURITIZADORA S.A.;FORTUNATO SECUTITIZADORA S.A.;SECURITIZAÇÃO DE RECEBÍVEIS;21610416000100;2015-03-06;2014-10-29;;;ATIVO
23655;FOURSTONES PARTICIPAÇÕES S.A.;FOURSTONES PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;21987053000118;2015-07-23;2014-12-29;2016-07-29;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
23663;FOXFIELD PARTICIPAÇÕES S.A.;FOXFIELD PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;21987041000193;2015-07-23;2014-12-29;2016-07-29;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
23590;FPC PAR CORRETORA DE SEGUROS S.A.;FPC PAR CORRETORA DE SEGUROS S.A.;SEGURADORAS E CORRETORAS;42278473000103;2015-05-11;1973-07-05;;;ATIVO
21873;FRAME SECURITIZADORA S/A;FRAME SECURITIZADORA S/A;SECURITIZAÇÃO DE RECEBÍVEIS;10661519000174;2009-12-14;2009-01-19;2011-02-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
6190;FRANCISCO CASTRO CI E AGRIC SA;FRANCASTRO;ALIMENTOS;6082564000105;1977-07-20;;2005-08-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
11967;FRANGOSUL SA AGRO AVICOLA INDL;FRANGOSUL;ALIMENTOS;91374561000106;1984-07-25;;1999-12-21;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
6211;FRAS-LE SA;FRAS-LE S.A.;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;88610126000129;1977-07-20;1957-02-22;;;ATIVO
12084;FREIOS VARGA SA;FREIOS VARGA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;51466753000128;1984-11-23;;1999-06-02;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
6246;FRICASA ALIMENTOS SA;FRICASA SA;ALIMENTOS;83188110000156;1977-07-20;;1996-12-10;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
23647;FRIESTON PARTICIPAÇÕES S.A.;FRIESTON PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;21987068000186;2015-07-23;2014-12-29;2016-07-29;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
6220;FRIGOBRAS CIA BRAS FRIGORIFICO;FRIGOBRAS;ALIMENTOS;60883212000196;1977-07-20;;1998-01-21;ELISÃO POR INCORPORAÇÃO;CANCELADA
22853;FRIGOL FOODS PARTICIPAÇÕES S.A.;FRIGOL FOODS PARTICPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;14962356000110;2012-07-17;2011-12-16;;;ATIVO
6262;FRIGORIFICO NORTE MINAS SA;FRIGONORTE;ALIMENTOS;22662951000169;1977-07-20;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
6270;FRIL FRIGORIF DA LUZ SA;FRIL;ALIMENTOS;82902461000114;1977-11-04;;1985-11-20;ELISÃO POR INCORPORAÇÃO;CANCELADA
6297;FRUTOS TROPICAIS SA;FRUTOS TROPICAIS;ALIMENTOS;13504691000102;1977-07-20;;2006-11-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
23370;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;17234244000131;2014-04-25;2012-10-29;;;ATIVO
6300;FUJI ELETRIC NORDESTE SA;FUJINOR;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;22669972000106;1975-07-18;;1995-09-14;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6319;FUJIWARA HISATO SA COM IND;FUJIWARA HISATO;ALIMENTOS;61152047000165;1977-07-20;;1991-03-01;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
13340;FUNDIROSSI SA METALURGIA FINA;FUNDIROSSI;METALURGIA E SIDERURGIA;91866053000145;1988-09-22;;1992-08-18;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
17388;FUTURETEL SA;FUTURETEL SA;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;2465783000104;1998-06-16;1998-03-09;;;ATIVO
23248;GAEC EDUCAÇÃO S.A.;;EDUCAÇÃO;9288252000132;2013-10-24;2007-10-05;;;ATIVO
16101;GAFISA SA;GAFISA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;1545826000107;1997-02-21;1996-11-12;;;ATIVO
16012;GAFISA SPE-1 SA;GAFISA SPE-1 SA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;1376239000123;1996-12-30;1996-07-01;2005-12-06;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
22764;GAIA AGRO SECURITIZADORA S.A.;GAIA FLORESTAL SECURITIZADORA S.A.;SECURITIZAÇÃO DE RECEBÍVEIS;14876090000193;2012-03-28;2012-01-02;;;ATIVO
20222;GAIA SECURITIZADORA S/A;GAIA SECURITIZADORA S/A;SECURITIZAÇÃO DE RECEBÍVEIS;7587384000130;2006-07-28;2005-07-11;;;ATIVO
17965;GAMA PARTICIPAÇÕES S.A.;GAMA PARTICIPAÇÕES SA;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;2796775000140;1998-12-01;1998-08-25;;;ATIVO
16969;GANGES PARTICIPACOES SA;GANGES;EMP. ADM. PARTICIPAÇÕES;2312126000127;1998-03-19;1997-12-22;2000-06-27;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
11371;GARANCE TEXTILE SA;GARANCE TEXTILE;TEXTIL E VESTUÁRIO;57014334000131;1970-07-01;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
12718;GARPA SA;GARPA;EMP. ADM. PARTICIPAÇÕES;30148829000105;1986-04-30;;1990-12-19;ELISÃO POR INCORPORAÇÃO;CANCELADA
6360;GARRA PARTICIPACOES SA;GARRA PARTICIPACOES;EMP. ADM. PARTICIPAÇÕES;42584326000153;1981-05-13;;1990-11-20;ELISÃO POR INCORPORAÇÃO;CANCELADA
16756;GARUDA SA;GARUDA SA;EMP. ADM. PARTICIPAÇÕES - ALIMENTOS;2134838000101;1997-12-23;1997-09-15;2009-12-31;ELISÃO POR INCORPORAÇÃO;CANCELADA
23418;GÁVEA SECURITIZADORA S.A.;GÁVEA SECURITIZADORA S.A.;SECURITIZAÇÃO DE RECEBÍVEIS;11193684000101;2014-06-20;2009-09-17;;;ATIVO
14400;GAZETA MERCANTIL SA;GAZETA MERCANTIL;GRÁFICAS E EDITORAS;50747732000118;1994-05-25;;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
6378;GAZOLA SA INDÚSTRIA METALURGICA;GAZOLA SA INDÚSTRIA METALURGICA;METALURGIA E SIDERURGIA;88611983000143;1932-12-28;1932-11-28;2012-05-07;Cancelamento de ofício - IN CVM 480/09;CANCELADA
16071;GC ADM DE RECEBIVEIS SA;GC ADM RECEBIVEIS SA;SERVICOS DIVERSOS;1472666000105;1997-01-22;;2000-09-28;ELISÃO POR LIQUIDAÇÃO;CANCELADA
6386;GEB VIDIGAL SA;GEB VIDIGAL;EMP. ADM. PARTICIPAÇÕES;60688736000126;1982-06-02;;1991-06-18;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
6394;GECOSA I INT GERVASIO COSTA SA;GECOSA;ALIMENTOS;6920516000130;1977-07-20;;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
6408;GELAR SA INDS ALIMENTICIAS;GELAR;ALIMENTOS;4920633000179;1977-07-20;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
6424;GEMA SA EQUIPS INDUSTRIAIS;GEMA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61090072000161;1972-11-22;;1985-07-23;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6432;GENERAL MOTORS SA;GENERAL MOTORS;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;59275792000150;1980-09-17;;1986-03-04;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
21008;GENERAL SHOPPING BRASIL SA;GENERAL SHOPPING BRASIL SA;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;8764621000153;2007-07-26;2006-03-06;;;ATIVO
18031;GEODEX COMMUNICATIONS S.A.;CONVEXX COMMUNICATIONS;TELECOMUNICAÇÕES;2808710000178;1998-12-09;1998-09-14;2008-04-28;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
6440;GEOTECNICA SA;GEOTECNICA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;33143025000101;1982-12-22;;2006-11-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
5630;GERAL DE CONCRETO S/A;GERAL DE CONCRETO S.A.;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;60405446000128;1977-07-20;1968-01-01;2002-12-30;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
3980;GERDAU S.A.;GERDAU S.A.;METALURGIA E SIDERURGIA;33611500000119;1980-09-03;1961-11-20;;;ATIVO
12785;GERDAU SERV INFORMATICA SA GSI;GERDAU INFORMATICA;COMUNICAÇÃO E INFORMÁTICA;89011738000168;1986-05-28;;1993-03-25;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6459;GERMANI CIA PARANAENSE ALIMS;GERMANI;ALIMENTOS;79114203000169;1977-07-20;;1990-12-21;ELISÃO POR INCORPORAÇÃO;CANCELADA
6467;GESTIO SA COMERCIO E INDUSTRIA;GESTIO;EMP. ADM. PARTICIPAÇÕES;42171157000120;1981-12-04;;1990-07-13;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6475;GETEC GUANABARA QUIM INDL SA;GETEC;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;33311366000130;1970-01-26;;1991-12-26;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
12939;GIANNINI SA;GIANNINI;OUTRAS ATIVIDADES INDUSTRIAIS;61196119000176;1986-07-25;;1999-09-09;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
6483;GLASSLITE SA IND DE PLASTICOS;GLASSLITE;OUTRAS ATIVIDADES INDUSTRIAIS;61338042000121;1980-11-11;;1998-04-16;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
19402;GLOBAL BRASIL SA;GLOBAL BRASIL SA;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;5330331000103;2003-05-14;2002-10-29;2012-07-09;Cancelamento de ofício - IN CVM 480/09;CANCELADA
15776;GLOBAL TRUST SA;GLOBAL TRUST SA;SERVICOS DIVERSOS;1245375000184;1996-09-23;;2000-02-22;ELISÃO POR INCORPORAÇÃO;CANCELADA
19712;GODOI SECURITIES - CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;GODOI SECURITIES - CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;SECURITIZAÇÃO DE RECEBÍVEIS;7095028000107;2005-04-18;2004-12-29;2008-03-28;ELISÃO POR EXTINÇÃO DA CIA;CANCELADA
19569;GOL LINHAS AEREAS INTELIGENTES SA;GOL LINHAS AEREAS INTELIGENTES SA;EMP. ADM. PARTICIPAÇÕES - SERVIÇOS TRANSPORTE E LOGÍSTICA;6164253000187;2004-06-09;2004-03-12;;;ATIVO
20737;GOLDFARB INCORPORAÇÕES E CONSTRUÇÕES S/A;GOLDFARB;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;58507286000186;2007-06-12;1987-12-28;2009-12-18;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
6530;GOYANA SA I BRAS MATS PLASTS;GOYANA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;60946035000140;1968-03-04;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
6548;GPC INDUSTRIA E COMERCIO SA;GPC;EMP. ADM. PARTICIPAÇÕES;42360925000193;1982-07-16;;1991-06-20;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
16632;GPC PARTICIPACOES SA;GPC PARTICIPACOES SA;EMP. ADM. PARTICIPAÇÕES - QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;2193750000152;1997-11-20;1997-10-01;;;ATIVO
23876;GPR - PINHEIRO & RINALDO CAPITAL S.A.;GPR - PINHEIRO & RINALDO CAPITAL S.A.;SECURITIZAÇÃO DE RECEBÍVEIS;21903297000175;2016-02-24;2014-12-15;;;ATIVO
6564;GRANIMAR SA MARMORES GRANITOS;GRANIMAR;EXTRAÇÃO MINERAL;61247854000161;1972-11-09;;1991-03-20;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6572;GRANOLEO SA CI SEMS OLEAGS DER;GRANÓLEO S/A;ALIMENTOS;88925029000125;1981-10-09;1976-05-20;2008-03-05;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
15016;GRAPIA SA;GRAPIA;EMP. ADM. PARTICIPAÇÕES;313162000180;1995-09-05;;1998-12-18;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
12904;GRAVATAI SUL SA;GRAVATAI;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;87377016000104;1986-07-17;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
4537;GRAZZIOTIN SA;GRAZZIOTIN;COMÉRCIO (ATACADO E VAREJO);92012467000170;1979-01-31;1950-05-24;;;ATIVO
19615;GRENDENE SA;GRENDENE SA;TEXTIL E VESTUÁRIO;89850341000160;2004-10-26;1971-02-25;;;ATIVO
15695;GRUÇAI PARTICIPAÇÕES SA;GRUÇAI PARTICIPACOES S.A.;EMP. ADM. PARTICIPAÇÕES - SERVIÇOS TRANSPORTE E LOGÍSTICA;1258945000170;1996-08-28;1996-06-12;;;ATIVO
14915;GTD PARTICIPACOES SA;GTD PARTICIPAÇÕES S\A;EMP. ADM. PARTICIPAÇÕES - ENERGIA ELÉTRICA;649881000176;1995-06-27;1995-05-22;2015-04-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
4669;GUARARAPES CONFECÇÕES SA;GUARARAPES CONFECÇÕES;TEXTIL E VESTUÁRIO;8402943000152;1958-10-16;1956-10-06;;;ATIVO
13382;GURGEL MOTORES SA;GURGEL MOTORES SA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;58962275000196;1988-09-13;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
12050;GURGEL SA PARTICIPACOES;GURGEL SA PART;EMP. ADM. PARTICIPAÇÕES;62278783000127;1984-11-06;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
20117;GVT HOLDING S/A;GVT HOLDING;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;3420904000164;2006-06-09;1999-09-20;2010-05-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
6610;GYPSUM DO NE SA IC DE GESSO;GYPSUM;EXTRAÇÃO MINERAL;10737120000120;1968-09-06;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
21628;HABITASEC SECURITIZADORA SA;HABITASEC SECURITIZADORA SA;SECURITIZAÇÃO DE RECEBÍVEIS;9304427000158;2008-08-19;2007-12-19;;;ATIVO
13366;HAGA S.A. INDÚSTRIA E COMÉRCIO;HAGA;METALURGIA E SIDERURGIA;30540991000166;1988-09-01;1946-05-02;;;ATIVO
13960;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;BES INVESTIMENTO DO BRASIL;ARRENDAMENTO MERCANTIL;34111187000112;1991-12-16;;2000-06-20;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
22578;HARPIA ÔMEGA PARTICIPAÇÕES S.A.;HARPIA ÔMEGA PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;13407573000186;2011-08-18;2011-02-24;2016-06-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
